0,1,2,3,4,5,6,7,8,9,10
0.22324271983337793,0.09357989250415395,0.41529244642085106,0.2250255710876236,0.15880782918149466,0.44591717864594665,0.6907133592829415,0.46078117897838583,0.037283333333333335,0.5708228399217932,g
0.07617081422599285,0.053310684837469084,0.18673954666172565,0.45857483804977844,0.29062870699881377,0.5230335665246794,0.5962860084768085,0.48886318396263373,0.6213411111111111,0.06670855938677475,h
0.228201853239016,0.0968613241179178,0.3879006855660553,0.1957040572792363,0.13760379596678532,0.5317623349528713,0.7137995994977817,0.5655428598297831,0.024477777777777782,0.48154926454403035,g
0.10238423069321237,0.02899189490681873,0.1548082267926627,0.6524605068757814,0.5,0.4796684093419187,0.5690782337444741,0.5262252942743844,0.9789255555555556,0.27306756678017896,h
0.13948156477284618,0.081256484464588,0.4634982397628312,0.28605523354926693,0.2176749703440095,0.5086738660822846,0.6698337054460939,0.4864346953809501,0.03277555555555556,0.5042247445973768,g
0.19000433496489674,0.06329929558237317,0.2980050645420296,0.33765200590976246,0.2408066429418743,0.560460707101025,0.6859563679173634,0.4965799909092333,0.04419222222222222,0.29515633294920435,g
0.0760200039529565,0.04029768080442465,0.2559446606139213,0.6296170019320378,0.4205219454329775,0.5301512518981416,0.6337899354071337,0.4772699487468848,0.29788888888888887,0.37329852973546895,h
0.06123727538321255,0.03416698520176924,0.15233771848557853,0.7288328219115808,0.5685053380782918,0.47192473966911824,0.5593514194311838,0.4797257096283757,0.06838111111111111,0.3508496426305499,g
0.02676317638324411,0.04739451287531886,0.05484528441726888,0.7542902602568473,0.5005931198102017,0.5126177297614398,0.594680211166099,0.4798366796758671,0.0807888888888889,0.5480664338154368,g
0.03016936259406957,0.04091862923294147,0.07115063924402454,0.8881691101261507,0.612841043890866,0.48043324834038287,0.586543289872326,0.4773219855488158,0.06173111111111111,0.3047521396848416,g
0.06163722156985521,0.041052804019002895,0.21669445988512148,0.6548471417206502,0.5335112692763938,0.5227232300659771,0.6226889188548766,0.5518333568439365,0.02336888888888889,0.22883945565899705,h
0.23119314510838243,0.10460133706734483,0.4731949848681366,0.15626775769973864,0.1141755634638197,0.4214942521633855,0.685622199102426,0.5363104026582655,0.018336666666666668,0.5250227402208959,g
0.06290847909168368,0.05008268911234017,0.1952319189673276,0.5525627912262757,0.38093119810201664,0.46510850231928536,0.6141979930571514,0.5429303615930784,0.05401111111111112,0.2043795561367845,g
0.26991085917011165,0.05663268092143754,0.28645543820641106,0.3124218661211502,0.2645314353499407,0.5882422696900788,0.7149336290697561,0.48680522248867564,0.9697911111111112,0.1540287821600135,h
0.11187763772648532,0.09434281657838693,0.276110184670496,0.24241391067166723,0.21648873072360622,0.5372329499491137,0.6282802600583919,0.5611883826272315,0.01900111111111111,0.3748260089860289,g
0.3272998151411521,0.0960866987542027,0.29266259032795994,0.3944766450733038,0.31954329774614476,0.3680160069876107,0.7241525782643021,0.5953232707951286,0.038422222222222226,0.4488794169439734,g
0.12264363100645925,0.0551867915844326,0.2902229633747144,0.36913285600636436,0.28840450771055753,0.4822790077601458,0.6528461354538101,0.5367558502217833,0.03698,0.40880078919086904,g
0.19952398431440285,0.123397898448409,0.4989191526156508,0.1544493692465053,0.1113582443653618,0.5280354791641533,0.6996360240415698,0.4328565382987727,0.1580388888888889,0.3290400713444083,g
0.16609393088305394,0.06819667527361516,0.21011673151750987,0.5173315149448802,0.432829181494662,0.48106682032819786,0.4812324002934967,0.46363599316625126,0.018973333333333335,0.4257042185132914,g
0.22373501239866395,0.13703185090997028,0.30498425050954237,0.5246050687578134,0.3874555160142349,0.5256272552371581,0.7173080146548214,0.42154480337298783,0.34571111111111114,0.6929483465188849,h
0.10477294583286965,0.05039472349852953,0.21863998517695027,0.558472553699284,0.42274614472123373,0.4482891984593524,0.5654715336418646,0.4802564223131298,0.9279577777777778,0.4427614073364323,h
0.09042736774620026,0.11111739513694407,0.2559446606139213,0.25184680077281507,0.16147686832740216,0.5091756290817022,0.638418798943669,0.5668074168116487,0.9338866666666668,0.13486913447967788,h
0.047283338952732276,0.044183288998447624,0.13442653325921805,0.7682691214910786,0.5689501779359432,0.48212194260867547,0.5607152570758905,0.5387975110107991,0.6489333333333334,0.2840350701143324,g
0.05048623025805497,0.07098236225632064,0.09008090914705713,0.6231389930673941,0.42808422301304866,0.4670414117609822,0.6142868069079662,0.45950721775520753,0.4045111111111111,0.17880449560409684,g
0.08639933829501346,0.03861230507601938,0.28799950589833856,0.3707239459029435,0.24184460260972718,0.5373853540919483,0.6524274415856828,0.5254654315763075,0.4319544444444445,0.5092514663800806,h
0.528693979713693,0.1980158513468184,0.3270644185041073,0.26343902716217754,0.2329478054567023,0.43385145322119595,0.3657829718293901,0.36581871757495954,0.3724811111111111,0.3516317929328897,h
0.19966283606358615,0.11013253660553393,0.4121116669754802,0.22604841459256733,0.16814946619217083,0.5235461690790638,0.7315798822510611,0.457360229463488,0.04837777777777778,0.3673403490826223,g
0.8447142494116241,0.6024791131982744,0.48582545858810466,0.050573928855551765,0.06702253855278767,0.9096185983349794,0.2691940670203256,0.13701728813027997,0.6553533333333333,0.370491609586824,h
0.43891934806114125,0.3439987986676131,0.6293928725835342,0.02693487896351858,0.026838671411625152,0.5437544597993967,0.8174930762723343,0.5890550304854155,0.8705333333333334,0.39575753259701424,h
0.1392619929876545,0.056656863586367213,0.25035513556914335,0.5040345493806114,0.35186832740213525,0.5250754134937934,0.6803995157947481,0.4740703123775489,0.5964011111111112,0.14984672605559948,g
0.088371498187121,0.05692716337340375,0.261626829720215,0.43266280259120354,0.35468564650059314,0.4863628100939237,0.6220918824855154,0.5341960157364304,0.10016,0.24202433284561903,g
0.23660271624582074,0.05148762393615776,0.34794021369896866,0.24070917149676102,0.1846085409252669,0.5263102555956222,0.6533348796831435,0.5432717355527342,0.6728333333333334,0.45015400227887775,h
0.21714719448047687,0.12797700306573784,0.37804953369155714,0.1962723036708717,0.1533214709371293,0.4080700053146338,0.4963920489980832,0.4346154448989827,0.04911111111111111,0.49908796338257955,h
0.16673437627163123,0.0549656372132209,0.2846334383299365,0.22661666098420274,0.16043890865954924,0.5691894755292168,0.6616840964593473,0.4950445917775583,0.003811111111111111,0.45358122062384276,g
0.2784027398306872,0.09638118120616891,0.22524859489840043,0.45573360609160135,0.37381376037959674,0.4606521444812953,0.4019264564131284,0.5669929938402218,0.13746111111111112,0.2126077125765561,h
0.14731306917175596,0.08912755185621456,0.4441973936137361,0.24639163541311515,0.17541518386714117,0.5494528138454936,0.668191274655672,0.5475378128869453,0.07266666666666667,0.2180823600626692,g
0.2000205952355248,0.07648937912958007,0.36758075474028795,0.1807023525400614,0.13508303677342823,0.4979867152582237,0.6695847764839508,0.4759028855347094,0.07524444444444445,0.4572593097331383,g
0.13600694923108353,0.07878088165315818,0.3353715026866778,0.20490964882372997,0.1484282325029656,0.4848581714689689,0.5443497414391131,0.486933747119951,0.11211111111111112,0.4372645051857415,g
0.20775908889335487,0.0850285901506346,0.33225248594898404,0.24184566428003185,0.17200474495848164,0.5709821211296421,0.6579197830440241,0.5688681995580006,0.08385333333333334,0.5181258173531355,g
0.07906411263600745,0.050146656161509,0.20116113890432952,0.5511989998863507,0.48546856465005933,0.498996094616741,0.6161978236496451,0.4928954091628657,0.28231333333333336,0.35976567052090486,g
0.13648230055424435,0.05505144666942297,0.2871348279908592,0.4034549380611433,0.35083036773428233,0.5489293717361423,0.6721659178545146,0.506517452704503,0.18699222222222223,0.5040479211715503,h
0.14794587439231596,0.07831790063264972,0.26378852448891366,0.27991817251960455,0.19469157769869513,0.5209377385718301,0.6601599650034113,0.5778310684785504,0.04971333333333333,0.4824273122191866,g
0.0418820723457475,0.04442862603458901,0.08365758754863828,0.6405273326514377,0.43090154211150655,0.49705765700201104,0.5841848085784529,0.5223037256469334,0.8173433333333334,0.18746378559127816,g
0.4128899599887722,0.09030743187899305,0.19890680007411532,0.3668598704398227,0.3023428232502966,0.5335093460268858,0.7956636324614803,0.5702688045641917,0.8391077777777778,0.26459926227810077,h
0.09556488246598048,0.06129096426426192,0.25514174541411905,0.37913399249914764,0.2811387900355872,0.5001488812874704,0.6156288431647465,0.5419535743953856,0.12196666666666668,0.2771624250624749,g
0.08791441683095796,0.05351272710252669,0.13748378728923472,0.35379020343220824,0.24540332147093716,0.5102252231891466,0.6212471680533183,0.5017601604990517,0.0313,0.28643250443474777,g
0.5989277190278385,0.48644210592007237,0.5717991476746341,0.1105807478122514,0.09326809015421117,0.8501648316926042,0.2690684409898973,0.0,0.9707222222222222,0.4229547558622833,h
0.38106699929079313,0.21240414693699244,0.3140633685380767,0.14228889646550746,0.1463523131672598,0.34105380635850463,0.6771459266965857,0.6144703061080546,0.06613777777777778,0.2971527786769562,h
0.21663331013601161,0.06000889298000639,0.17265764931134586,0.5883623138993068,0.4322360616844603,0.5605754979881244,0.7008200895858343,0.49398536073102295,0.047400000000000005,0.5149555392264765,g
0.058608393222838784,0.04851822670858328,0.11985053424742154,0.5333560631889988,0.3843416370106762,0.46449552548590745,0.6081777720911498,0.5429403927838121,0.09336777777777779,0.3156892957491163,g
